capture_id,capture_path,evidence_digest,classification,confidence,pf127_signal,capture_playfield_id,event_playfield_ids,resource_playfield_ids,runtime_playfield_ids,character,validation_status,raw_packet_evidence,packets_hex_bytes,raw_packets_bytes,packets_hex_rows,raw_packets_rows,enemy_name_count,enemy_names,subway_terms,repository_reference_count,repository_references,implementation_reference_count,implementation_references,artifacts,reason
20260613-014033,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260613-014033,,ELSEWHERE,confirmed,,,566;800;1042502,566;800,,Dirtytrick,,packets.hex.log,605028,0,1918,0,0,,,1,docs/project/PROJECT_STATE.md,0,,capture-session.json;events.log;packets.hex.log,Explicit playfield evidence is present without a PF127 signal.
20260613-022718,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260613-022718,,ELSEWHERE,confirmed,,,800,800,,Dirtytrick,,packets.hex.log,257237,0,838,0,0,,,0,,0,,capture-session.json;events.log;packets.hex.log,Explicit playfield evidence is present without a PF127 signal.
20260613-034740,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260613-034740,,ELSEWHERE,confirmed,,,540;1042529,540,,Masterchinny,,packets.hex.log,710106,0,2442,0,0,,,1,docs/project/PROJECT_STATE.md,0,,capture-session.json;events.log;packets.hex.log,Explicit playfield evidence is present without a PF127 signal.
20260613-041644,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260613-041644,,ELSEWHERE,confirmed,,,1042529,,,Masterchinny,,packets.hex.log,138861,0,298,0,0,,,0,,0,,capture-session.json;events.log;packets.hex.log,Explicit playfield evidence is present without a PF127 signal.
20260613-170220,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260613-170220,,ELSEWHERE,confirmed,,,800;478081,800,,Youwillmezz,,packets.hex.log,6521591,0,34162,0,0,,,1,docs/project/PROJECT_STATE.md,0,,capture-session.json;events.log;packets.hex.log,Explicit playfield evidence is present without a PF127 signal.
20260613-172753,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260613-172753,,ELSEWHERE,confirmed,,,478032,,,Yomamalickit,,packets.hex.log,2422523,0,9836,0,0,,,1,docs/project/PROJECT_STATE.md,0,,capture-session.json;events.log;packets.hex.log,Explicit playfield evidence is present without a PF127 signal.
20260613-181432,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260613-181432,,ELSEWHERE,confirmed,,,478032,,,Yomamalickit,,packets.hex.log,727164,0,3280,0,0,,,0,,0,,capture-session.json;events.log;packets.hex.log,Explicit playfield evidence is present without a PF127 signal.
20260613-181757,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260613-181757,,ELSEWHERE,confirmed,,,478032,,,Yomamalickit,,packets.hex.log,205803,0,1157,0,0,,,0,,0,,capture-session.json;events.log;packets.hex.log,Explicit playfield evidence is present without a PF127 signal.
20260613-182139,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260613-182139,,ELSEWHERE,confirmed,,,565,,,Youwillmezz,,packets.hex.log,24267,0,121,0,0,,,0,,0,,capture-session.json;events.log;packets.hex.log,Explicit playfield evidence is present without a PF127 signal.
20260613-182530,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260613-182530,,ELSEWHERE,confirmed,,,565;1042442,565,,,,packets.hex.log,99725,0,242,0,0,,,0,,0,,capture-session.json;events.log;packets.hex.log,Explicit playfield evidence is present without a PF127 signal.
20260613-182937,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260613-182937,,ELSEWHERE,confirmed,,,565;1042442,,,Youwillmezz,,packets.hex.log,593790,0,1832,0,0,,,0,,0,,capture-session.json;events.log;packets.hex.log,Explicit playfield evidence is present without a PF127 signal.
20260613-184156,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260613-184156,,ELSEWHERE,confirmed,,,565,565,,Youwillmezz,,packets.hex.log,83241,0,328,0,0,,,0,,0,,capture-session.json;events.log;packets.hex.log,Explicit playfield evidence is present without a PF127 signal.
20260613-184615,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260613-184615,,ELSEWHERE,confirmed,,,565;1030147,565,,Youwillmezz,,packets.hex.log,298519,0,938,0,0,,,1,docs/project/PROJECT_STATE.md,0,,capture-session.json;events.log;packets.hex.log,Explicit playfield evidence is present without a PF127 signal.
20260613-185338,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260613-185338,,ELSEWHERE,confirmed,,,565;655;705;710;1042502,565;655;705;710,,Youwillmezz,,packets.hex.log,2101913,0,7864,0,0,,,1,docs/project/PROJECT_STATE.md,0,,capture-session.json;events.log;packets.hex.log,Explicit playfield evidence is present without a PF127 signal.
20260613-211234,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260613-211234,,ELSEWHERE,confirmed,,,540,540,,Masterchinny,,packets.hex.log,117207,0,446,0,0,,,1,docs/project/PROJECT_STATE.md,0,,capture-session.json;events.log;packets.hex.log,Explicit playfield evidence is present without a PF127 signal.
20260613-215211,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260613-215211,,ELSEWHERE,confirmed,,,655;665;695;705;710;730;478059;1042502,655;665;695;705;710;730,,Youwillmezz,,packets.hex.log,66551777,0,455483,0,0,,,1,docs/project/PROJECT_STATE.md,0,,capture-session.json;events.log;packets.hex.log,Explicit playfield evidence is present without a PF127 signal.
20260613-221619,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260613-221619,,ELSEWHERE,confirmed,,,791;800;1042502,800,,Youwillmezz,,packets.hex.log,251033,0,798,0,0,,,3,AORebirth/Server/ZoneEngine/Core/Playfields/CapturedSubwayVendorContentProvider.cs;docs/ai/CURRENT_TASK.md;docs/project/PROJECT_STATE.md,1,AORebirth/Server/ZoneEngine/Core/Playfields/CapturedSubwayVendorContentProvider.cs,capture-session.json;events.log;packets.hex.log,Explicit playfield evidence is present without a PF127 signal.
20260613-223554,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260613-223554,,ELSEWHERE,confirmed,,,566;655;800;6007;6306;880649,566;655;800;6007;6306,,Youwillmezz,,packets.hex.log,1772667,0,7228,0,0,,,1,docs/project/PROJECT_STATE.md,0,,capture-session.json;events.log;packets.hex.log,Explicit playfield evidence is present without a PF127 signal.
20260613-231115,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260613-231115,,ELSEWHERE,confirmed,,,3037;1044495,3037,,Youwillmezz,,packets.hex.log,331503,0,1408,0,0,,,1,docs/project/PROJECT_STATE.md,0,,capture-session.json;events.log;packets.hex.log,Explicit playfield evidence is present without a PF127 signal.
20260613-233518,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260613-233518,,ELSEWHERE,confirmed,,,630;980995,,,Youwillmezz,,packets.hex.log,74582,0,216,0,0,,,0,,0,,capture-session.json;events.log;packets.hex.log,Explicit playfield evidence is present without a PF127 signal.
20260613-233535,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260613-233535,,ELSEWHERE,confirmed,,,630;980995,630,,Youwillmezz,,packets.hex.log,240479,0,702,0,0,,,1,docs/project/PROJECT_STATE.md,0,,capture-session.json;events.log;packets.hex.log,Explicit playfield evidence is present without a PF127 signal.
20260614-000019,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260614-000019,,ELSEWHERE,confirmed,,,478032,,,Yomamalickit,,packets.hex.log,42037,0,234,0,0,,,0,,0,,capture-session.json;events.log;packets.hex.log,Explicit playfield evidence is present without a PF127 signal.
20260614-000058,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260614-000058,,ELSEWHERE,confirmed,,,4531;579662;1042530;1044502,4531,,Youwillmezz,,packets.hex.log,665658,0,2248,0,0,,,1,docs/project/PROJECT_STATE.md,0,,capture-session.json;events.log;packets.hex.log,Explicit playfield evidence is present without a PF127 signal.
20260614-002319,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260614-002319,,ELSEWHERE,confirmed,,,655;800;3080;4530;4532;4533;1030144;1042465;1042502;1042530;1044494;1044500;1044503,655;800;3080;4530;4532;4533,,Youwillmezz,,packets.hex.log,8540448,0,34446,0,0,,,1,docs/project/PROJECT_STATE.md,0,,capture-session.json;events.log;packets.hex.log,Explicit playfield evidence is present without a PF127 signal.
20260614-014041,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260614-014041,,ELSEWHERE,confirmed,,,800,800,,Youwillmezz,,packets.hex.log,326475,0,1676,0,0,,,0,,0,,capture-session.json;events.log;packets.hex.log,Explicit playfield evidence is present without a PF127 signal.
20260614-020715,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260614-020715,,ELSEWHERE,confirmed,,,566;800;1044496,566;800,,Youwillmezz,,packets.hex.log,610794,0,1867,0,0,,,0,,0,,capture-session.json;events.log;packets.hex.log,Explicit playfield evidence is present without a PF127 signal.
20260614-022639,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260614-022639,,ELSEWHERE,confirmed,,,735;7011,735;7011,,Youwillmezz,,packets.hex.log,339833,0,1188,0,0,,,2,docs/CurrentClientDataVerification.md;docs/project/PROJECT_STATE.md,0,,capture-session.json;events.log;packets.hex.log,Explicit playfield evidence is present without a PF127 signal.
20260614-024525,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260614-024525,,ELSEWHERE,confirmed,,,478032,,,Yomamalickit,,packets.hex.log,13106029,0,64128,0,0,,,0,,0,,capture-session.json;events.log;packets.hex.log,Explicit playfield evidence is present without a PF127 signal.
20260614-193426,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260614-193426,,ELSEWHERE,confirmed,,478032,478032,,(Playfield2:74B50),Aorebirthmp,complete,packets.hex.log,452299,0,2452,0,0,,,0,,0,,capture-session.json;capture_info.json;capture-health.json;events.log;packets.hex.log;enemy-state.csv,Explicit playfield evidence is present without a PF127 signal.
20260614-194454,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260614-194454,,ELSEWHERE,confirmed,,478032,478032,,(Playfield2:74B50),Aorebirthmp,complete,packets.hex.log,1606448,0,8364,0,0,,,29,AORebirth/Server/ZoneEngine/Content/Arete/rex-larsson/dialogue/rex-larsson.dialogue.json;AORebirth/Server/ZoneEngine/Content/Arete/rex-larsson/quests/rex-larsson.quests.json;AORebirth/Server/ZoneEngine/Core/Arete/Quests/RexB18DBoxProgressTracker.cs;AORebirth/Server/ZoneEngine/Core/Arete/Quests/SafeQuestFullUpdateSender.cs;AORebirth/Server/ZoneEngine/obj/CodexValidation/Content/Arete/rex-larsson/dialogue/rex-larsson.dialogue.json;AORebirth/Server/ZoneEngine/obj/CodexValidation/Content/Arete/rex-larsson/quests/rex-larsson.quests.json;docs/generated/arete_existing_system_audit.md;docs/generated/arete_malfunctioning_cleaning_robot_spawn_result.md;docs/generated/arete_quest_framework_plan.md;docs/generated/genericcmd_use_route_audit_20260630_200105.md;docs/generated/rex_b18c_live_objective_progress_result.md;docs/generated/rex_b18c_quest_preview_result.md;docs/generated/rex_b18c_robot_progress_smoke_result.md;docs/generated/rex_b18d_box_progress_result.md;docs/generated/rex_b18d_cargo_box_staticdynel_result.md;docs/generated/rex_b18d_cargo_box_use_path_result.md;docs/generated/rex_b18d_to_b18e_handoff_analysis.md;docs/generated/rex_b18d_to_b18e_safe_handoff_result.md;docs/generated/rex_b18e_completion_b18f_handoff_result.md;docs/generated/rex_b18e_completion_reward_handoff_analysis.md;docs/generated/rex_b18e_credit_reward_capture_verification.md;docs/generated/rex_larsson_inactive_content_pack_result.md;docs/generated/rex_larsson_packet_semantics_result.md;docs/generated/rex_larsson_vertical_slice_plan.md;docs/generated/rex_mission_window_cleanup_return_state_result.md;docs/generated/rex_objective_event_semantics_result.md;docs/generated/rex_questfullupdate_decoding_result.md;docs/generated/rex_safe_questfullupdate_sender_result.md;docs/project/PROJECT_STATE.md,24,AORebirth/Server/ZoneEngine/Core/Arete/Quests/RexB18DBoxProgressTracker.cs;AORebirth/Server/ZoneEngine/Core/Arete/Quests/SafeQuestFullUpdateSender.cs;docs/generated/arete_existing_system_audit.md;docs/generated/arete_malfunctioning_cleaning_robot_spawn_result.md;docs/generated/arete_quest_framework_plan.md;docs/generated/genericcmd_use_route_audit_20260630_200105.md;docs/generated/rex_b18c_live_objective_progress_result.md;docs/generated/rex_b18c_quest_preview_result.md;docs/generated/rex_b18c_robot_progress_smoke_result.md;docs/generated/rex_b18d_box_progress_result.md;docs/generated/rex_b18d_cargo_box_staticdynel_result.md;docs/generated/rex_b18d_cargo_box_use_path_result.md;docs/generated/rex_b18d_to_b18e_handoff_analysis.md;docs/generated/rex_b18d_to_b18e_safe_handoff_result.md;docs/generated/rex_b18e_completion_b18f_handoff_result.md;docs/generated/rex_b18e_completion_reward_handoff_analysis.md;docs/generated/rex_b18e_credit_reward_capture_verification.md;docs/generated/rex_larsson_inactive_content_pack_result.md;docs/generated/rex_larsson_packet_semantics_result.md;docs/generated/rex_larsson_vertical_slice_plan.md;docs/generated/rex_mission_window_cleanup_return_state_result.md;docs/generated/rex_objective_event_semantics_result.md;docs/generated/rex_questfullupdate_decoding_result.md;docs/generated/rex_safe_questfullupdate_sender_result.md,capture-session.json;capture_info.json;capture-health.json;events.log;packets.hex.log;enemy-state.csv,Explicit playfield evidence is present without a PF127 signal.
20260614-195107,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260614-195107,,ELSEWHERE,confirmed,,478032,478032,,(Playfield2:74B50),Aorebirthmp,complete,packets.hex.log,4068827,0,14848,0,0,,,4,AORebirth/Server/ZoneEngine/Content/Arete/marcus-stone/dialogue/marcus-stone.dialogue.json;AORebirth/Server/ZoneEngine/Core/Arete/Quests/SafeQuestFullUpdateSender.cs;AORebirth/Server/ZoneEngine/obj/CodexValidation/Content/Arete/marcus-stone/dialogue/marcus-stone.dialogue.json;docs/project/PROJECT_STATE.md,1,AORebirth/Server/ZoneEngine/Core/Arete/Quests/SafeQuestFullUpdateSender.cs,capture-session.json;capture_info.json;capture-health.json;events.log;packets.hex.log;enemy-state.csv,Explicit playfield evidence is present without a PF127 signal.
20260614-195725,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260614-195725,,ELSEWHERE,confirmed,,478032,478032,,(Playfield2:74B50),Aorebirthmp,complete,packets.hex.log,2937119,0,11272,0,0,,,0,,0,,capture-session.json;capture_info.json;capture-health.json;events.log;packets.hex.log;enemy-state.csv,Explicit playfield evidence is present without a PF127 signal.
20260614-200311,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260614-200311,,ELSEWHERE,confirmed,,478032,478032,,(Playfield2:74B50),Aorebirthmp,complete,packets.hex.log,1278736,0,5382,0,0,,,0,,0,,capture-session.json;capture_info.json;capture-health.json;events.log;packets.hex.log;enemy-state.csv,Explicit playfield evidence is present without a PF127 signal.
20260614-200850,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260614-200850,,ELSEWHERE,confirmed,,478032,478032,,(Playfield2:74B50),Aorebirthmp,complete,packets.hex.log,2606821,0,11536,0,0,,,0,,0,,capture-session.json;capture_info.json;capture-health.json;events.log;packets.hex.log;enemy-state.csv,Explicit playfield evidence is present without a PF127 signal.
20260614-202500,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260614-202500,,ELSEWHERE,confirmed,,478032,478032,,(Playfield2:74B50),Aorebirthmp,running,packets.hex.log,772218,0,2938,0,0,,,0,,0,,capture-session.json;capture_info.json;events.log;packets.hex.log;enemy-state.csv,Explicit playfield evidence is present without a PF127 signal.
20260614-203038,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260614-203038,,ELSEWHERE,confirmed,,478032,478032,,(Playfield2:74B50),Aorebirthmp,complete,packets.hex.log,797558,0,3580,0,0,,,0,,0,,capture-session.json;capture_info.json;capture-health.json;events.log;packets.hex.log;enemy-state.csv,Explicit playfield evidence is present without a PF127 signal.
20260614-203631,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260614-203631,,ELSEWHERE,confirmed,,478032,478032,,(Playfield2:74B50),Aorebirthmp,running,packets.hex.log,5232996,0,23148,0,0,,,0,,0,,capture-session.json;capture_info.json;events.log;packets.hex.log;enemy-state.csv,Explicit playfield evidence is present without a PF127 signal.
20260614-205724,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260614-205724,,ELSEWHERE,confirmed,,478032,478032,,,Aorebirthmp,complete,packets.hex.log,5346964,0,24872,0,0,,,3,docs/generated/rex_b18d_box_progress_result.md;docs/generated/rex_b18d_cargo_box_staticdynel_result.md;docs/project/PROJECT_STATE.md,2,docs/generated/rex_b18d_box_progress_result.md;docs/generated/rex_b18d_cargo_box_staticdynel_result.md,capture-session.json;capture_info.json;capture-health.json;events.log;packets.hex.log;enemy-state.csv,Explicit playfield evidence is present without a PF127 signal.
20260614-211754,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260614-211754,,ELSEWHERE,confirmed,,478032,478032,,(Playfield2:74B50),Aorebirthmp,complete,packets.hex.log,1398083,0,5893,0,0,,,0,,0,,capture-session.json;capture_info.json;capture-health.json;events.log;packets.hex.log;enemy-state.csv,Explicit playfield evidence is present without a PF127 signal.
20260614-212335,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260614-212335,,ELSEWHERE,confirmed,,478032,478032,,(Playfield2:74B50),Aorebirthmp,incomplete,packets.hex.log,694232,0,3204,0,0,,,0,,0,,capture-session.json;capture_info.json;capture-health.json;events.log;packets.hex.log;enemy-state.csv,Explicit playfield evidence is present without a PF127 signal.
20260614-212914,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260614-212914,,ELSEWHERE,confirmed,,478032,478032,,(Playfield2:74B50),Aorebirthmp,complete,packets.hex.log,2036356,0,8408,0,0,,,0,,0,,capture-session.json;capture_info.json;capture-health.json;events.log;packets.hex.log;enemy-state.csv,Explicit playfield evidence is present without a PF127 signal.
20260614-213857,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260614-213857,,ELSEWHERE,confirmed,,478032,478032,,(Playfield2:74B50),Aorebirthmp,complete,packets.hex.log,328755,0,1760,0,0,,,0,,0,,capture-session.json;capture_info.json;capture-health.json;events.log;packets.hex.log;enemy-state.csv,Explicit playfield evidence is present without a PF127 signal.
20260614-214357,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260614-214357,,ELSEWHERE,confirmed,,478032,478032,,,Aorebirthmp,complete,packets.hex.log,814697,0,3663,0,0,,,0,,0,,capture-session.json;capture_info.json;capture-health.json;events.log;packets.hex.log;enemy-state.csv,Explicit playfield evidence is present without a PF127 signal.
