"Program","EntryPoint","Name","Namespace","Signature","SourceType"
"Interfaces.dll","1000853b","N3Msg_TeamJoinRequest","N3InterfaceModule_t","bool __thiscall N3Msg_TeamJoinRequest(Identity_t * param_1, bool param_2)","ANALYSIS"
"Interfaces.dll","100094d6","N3Msg_TemplateIDToDynelID","N3InterfaceModule_t","Identity_t __thiscall N3Msg_TemplateIDToDynelID(Identity_t * param_1)","ANALYSIS"
"Interfaces.dll","10008a99","N3Msg_TextCommand","N3InterfaceModule_t","bool __thiscall N3Msg_TextCommand(int param_1, char * param_2, Identity_t * param_3)","ANALYSIS"
"Interfaces.dll","10009ccb","N3Msg_ToggleReclaim","N3InterfaceModule_t","void __thiscall N3Msg_ToggleReclaim(bool param_1)","ANALYSIS"
"Interfaces.dll","10008106","N3Msg_TradeAbort","N3InterfaceModule_t","void __thiscall N3Msg_TradeAbort(bool param_1)","ANALYSIS"
"Interfaces.dll","100080f5","N3Msg_TradeAccept","N3InterfaceModule_t","void __thiscall N3Msg_TradeAccept(void)","ANALYSIS"
"Interfaces.dll","100086b0","N3Msg_TradeAddItem","N3InterfaceModule_t","void __thiscall N3Msg_TradeAddItem(Identity_t * param_1, Identity_t * param_2)","ANALYSIS"
"Interfaces.dll","1000811e","N3Msg_TradeConfirm","N3InterfaceModule_t","void __thiscall N3Msg_TradeConfirm(void)","ANALYSIS"
"Interfaces.dll","1000812f","N3Msg_TradeGetInventory","N3InterfaceModule_t","list<InventoryEntry_t,std::allocator<InventoryEntry_t>_> * __thiscall N3Msg_TradeGetInventory(Identity_t * param_1)","ANALYSIS"
"Interfaces.dll","1000813f","N3Msg_TradeGetInventoryCost","N3InterfaceModule_t","int __thiscall N3Msg_TradeGetInventoryCost(Identity_t * param_1)","ANALYSIS"
"Interfaces.dll","100086cf","N3Msg_TradeRemoveItem","N3InterfaceModule_t","void __thiscall N3Msg_TradeRemoveItem(Identity_t * param_1, Identity_t * param_2)","ANALYSIS"
"Interfaces.dll","100086e7","N3Msg_TradeSetCash","N3InterfaceModule_t","void __thiscall N3Msg_TradeSetCash(int param_1)","ANALYSIS"
"Interfaces.dll","10007d7e","N3Msg_TradeskillCombine","N3InterfaceModule_t","void __thiscall N3Msg_TradeskillCombine(Identity_t * param_1, Identity_t * param_2)","ANALYSIS"
"Interfaces.dll","10009716","N3Msg_TrainPerk","N3InterfaceModule_t","bool __thiscall N3Msg_TrainPerk(uint param_1)","ANALYSIS"
"Interfaces.dll","100084e5","N3Msg_TransferTeamLeadership","N3InterfaceModule_t","void __thiscall N3Msg_TransferTeamLeadership(Identity_t * param_1)","ANALYSIS"
"Interfaces.dll","100092db","N3Msg_TryAbortNanoFormula","N3InterfaceModule_t","void __thiscall N3Msg_TryAbortNanoFormula(void)","ANALYSIS"
"Interfaces.dll","10009730","N3Msg_UntrainPerk","N3InterfaceModule_t","bool __thiscall N3Msg_UntrainPerk(uint param_1)","ANALYSIS"
"Interfaces.dll","10008089","N3Msg_UpdateGlobalResearch","N3InterfaceModule_t","bool __thiscall N3Msg_UpdateGlobalResearch(void)","ANALYSIS"
"Interfaces.dll","10008b9a","N3Msg_UpdateNearbyTeamMembers","N3InterfaceModule_t","void __thiscall N3Msg_UpdateNearbyTeamMembers(Identity_t * param_1)","ANALYSIS"
"Interfaces.dll","1000a73f","N3Msg_UseItem","N3InterfaceModule_t","void __thiscall N3Msg_UseItem(Identity_t * param_1, bool param_2)","ANALYSIS"
"Interfaces.dll","10008209","N3Msg_UseItemOnCharacter","N3InterfaceModule_t","void __thiscall N3Msg_UseItemOnCharacter(Identity_t * param_1, Identity_t * param_2)","ANALYSIS"
"Interfaces.dll","10008ee6","SneakAttackMessage","N3InterfaceModule_t","void __cdecl SneakAttackMessage(void)","ANALYSIS"
"Interfaces.dll","10007cf1","StopAttackMessage","N3InterfaceModule_t","void __cdecl StopAttackMessage(void)","ANALYSIS"
"N3.dll","10029aa3","~n3PlayfieldFullUpdateIIR_t","n3PlayfieldFullUpdateIIR_t","void __thiscall ~n3PlayfieldFullUpdateIIR_t(void)","ANALYSIS"
"N3.dll","1000ab38","FID_conflict:`vector_deleting_destructor'","Global","n3PlayfieldFullUpdateIIR_t * __thiscall FID_conflict:`vector_deleting_destructor'(byte param_1)","ANALYSIS"
"N3.dll","10018396","GetTileAttackBonus","n3TilemapController_t","int __thiscall GetTileAttackBonus(ushort param_1)","ANALYSIS"
"N3.dll","10029a33","n3PlayfieldFullUpdateIIR_t","n3PlayfieldFullUpdateIIR_t","undefined __thiscall n3PlayfieldFullUpdateIIR_t(PlayfieldProxy_t * param_1, int param_2, Vector3_t * param_3, DbObject_t * param_4, basic_string<char,std::char_traits<char>,std::allocator<char>_> * param_5)","ANALYSIS"
"N3.dll","1000ae00","n3PlayfieldFullUpdateIIR_t","n3PlayfieldFullUpdateIIR_t","undefined __thiscall n3PlayfieldFullUpdateIIR_t(n3PlayfieldFullUpdateIIR_t * param_1)","ANALYSIS"
"N3.dll","100299f9","n3PlayfieldFullUpdateIIR_t","n3PlayfieldFullUpdateIIR_t","undefined __thiscall n3PlayfieldFullUpdateIIR_t(void)","ANALYSIS"
"N3.dll","1000ae44","operator=","n3PlayfieldFullUpdateIIR_t","n3PlayfieldFullUpdateIIR_t * __thiscall operator=(n3PlayfieldFullUpdateIIR_t * param_1)","ANALYSIS"
"N3.dll","100075ba","ToClientDynelDead","n3EngineClient_t","void __thiscall ToClientDynelDead(void)","ANALYSIS"
